ECLI,jaartal_delict,jaartal_uitspraak,regionale_eenheid,veroordeling,tenlastelegging,modus_operandi,geslacht_dader,geslacht_slachtoffer,strafmaat,moord_of_doodslag,verweer_verdediging,bewijstypen,aanleiding,gedraging,gevolg
ECLI:NL:HR:2017:7471,2018,2014,Noord-Nederland,Moord,Doodslag,Vuurwapen,Vrouw,Man,12,Moord,Ontkenning,Getuigenverklaring,Relatieproblemen,Steekpartij,Dood later
ECLI:NL:GHARL:2020:7373,2020,2023,Midden-Nederland,Vrijspraak,Poging tot moord,Anders,Man,Man,12,Doodslag,Geen verweer,Bekentenis,Ruzie,Verstikking,Geen letsel
ECLI:NL:HR:2017:8774,2017,2022,Amsterdam,Moord,Moord,Mes,Man,Man,15,Moord,Geen verweer,Bekentenis,Financieel,Schietpartij,Zwaar gewond
ECLI:NL:GHARL:2021:5250,2019,2014,Oost-Nederland,Doodslag,Poging tot moord,Mes,Man,Man,12,Doodslag,Geen verweer,Forensisch bewijs,Financieel,Schietpartij,Zwaar gewond
ECLI:NL:GHARL:2018:1958,2013,2015,Noord-Nederland,Poging tot moord,Poging tot moord,Wurging,Man,Vrouw,10,Doodslag,Ontkenning,Observatie,Psychose,Verstikking,Dood later
ECLI:NL:HR:2017:8276,2017,2018,Amsterdam,Vrijspraak,Poging tot moord,Mes,Man,Man,10,Moord,Noodweer,Forensisch bewijs,Ruzie,Verstikking,Dood later
ECLI:NL:RBDHA:2023:2029,2014,2013,Oost-Nederland,Moord,Moord,Vuurwapen,Man,Man,8,Moord,Ontkenning,Getuigenverklaring,Ruzie,Steekpartij,Dood direct
ECLI:NL:GHARL:2019:7411,2011,2021,Midden-Nederland,Moord,Doodslag,Wurging,Man,Man,10,Doodslag,Noodweer,Getuigenverklaring,Financieel,Verstikking,Dood direct
ECLI:NL:PHR:2019:8147,2016,2012,Rotterdam,Doodslag,Moord,Vuurwapen,Man,Vrouw,15,Moord,Ontkenning,Forensisch bewijs,Financieel,Vergiftiging,Dood direct
ECLI:NL:PHR:2016:2323,2021,2013,Amsterdam,Moord,Poging tot moord,Mes,Man,Man,20,Doodslag,Geen verweer,Observatie,Psychose,Schietpartij,Dood later
ECLI:NL:HR:2022:2928,2010,2013,Amsterdam,Doodslag,Poging tot moord,Wurging,Man,Vrouw,12,Moord,Ontkenning,Forensisch bewijs,Financieel,Verstikking,Geen letsel
ECLI:NL:RBDHA:2016:5336,2018,2022,Noord-Nederland,Vrijspraak,Poging tot moord,Vergif,Man,Vrouw,20,Doodslag,Ontkenning,Bekentenis,Ruzie,Vergiftiging,Zwaar gewond
ECLI:NL:GHARL:2016:9111,2019,2019,Oost-Nederland,Moord,Moord,Vergif,Vrouw,Vrouw,20,Doodslag,Geen verweer,Getuigenverklaring,Ruzie,Schietpartij,Zwaar gewond
ECLI:NL:GHARL:2019:2680,2018,2012,Oost-Nederland,Doodslag,Poging tot moord,Anders,Man,Vrouw,12,Doodslag,Geen verweer,Bekentenis,Financieel,Verstikking,Dood later
ECLI:NL:PHR:2020:8435,2022,2017,Amsterdam,Poging tot moord,Poging tot moord,Vergif,Man,Man,8,Doodslag,Geen verweer,Bekentenis,Ruzie,Steekpartij,Geen letsel
ECLI:NL:PHR:2016:3392,2019,2011,Noord-Nederland,Doodslag,Doodslag,Mes,Man,Vrouw,12,Doodslag,Geen verweer,Observatie,Wraak,Steekpartij,Dood later
ECLI:NL:PHR:2018:8194,2020,2017,Amsterdam,Moord,Doodslag,Mes,Man,Man,12,Moord,Ontkenning,Forensisch bewijs,Psychose,Slag met voorwerp,Geen letsel
ECLI:NL:HR:2020:9177,2019,2015,Midden-Nederland,Vrijspraak,Poging tot moord,Vuurwapen,Man,Vrouw,10,Doodslag,Ontkenning,Bekentenis,Relatieproblemen,Steekpartij,Dood later
ECLI:NL:GHARL:2022:9138,2012,2019,Midden-Nederland,Poging tot moord,Poging tot moord,Wurging,Man,Man,8,Moord,Ontkenning,Getuigenverklaring,Wraak,Schietpartij,Dood later
ECLI:NL:PHR:2016:1177,2011,2015,Rotterdam,Doodslag,Moord,Mes,Man,Man,12,Doodslag,Noodweer,Observatie,Ruzie,Steekpartij,Dood later
ECLI:NL:GHARL:2021:7942,2022,2013,Oost-Nederland,Doodslag,Poging tot moord,Vuurwapen,Man,Vrouw,12,Moord,Ontkenning,Getuigenverklaring,Relatieproblemen,Vergiftiging,Zwaar gewond
ECLI:NL:RBDHA:2021:9519,2017,2013,Oost-Nederland,Poging tot moord,Moord,Wurging,Man,Vrouw,15,Doodslag,Ontkenning,Forensisch bewijs,Ruzie,Vergiftiging,Dood direct
ECLI:NL:HR:2017:5294,2012,2020,Amsterdam,Doodslag,Doodslag,Wurging,Man,Man,15,Doodslag,Ontkenning,Observatie,Psychose,Vergiftiging,Geen letsel
ECLI:NL:HR:2022:7732,2012,2024,Amsterdam,Doodslag,Doodslag,Vuurwapen,Man,Man,10,Moord,Noodweer,Observatie,Psychose,Verstikking,Dood direct
ECLI:NL:GHARL:2017:9132,2013,2015,Amsterdam,Vrijspraak,Moord,Vuurwapen,Vrouw,Man,10,Moord,Geen verweer,Getuigenverklaring,Ruzie,Slag met voorwerp,Dood later
ECLI:NL:PHR:2017:7188,2022,2011,Oost-Nederland,Vrijspraak,Moord,Vuurwapen,Man,Man,12,Doodslag,Noodweer,Forensisch bewijs,Relatieproblemen,Verstikking,Dood later
ECLI:NL:HR:2016:8588,2013,2016,Rotterdam,Vrijspraak,Doodslag,Vuurwapen,Man,Man,12,Doodslag,Ontkenning,Getuigenverklaring,Ruzie,Vergiftiging,Geen letsel
ECLI:NL:PHR:2019:2797,2012,2018,Amsterdam,Doodslag,Poging tot moord,Vuurwapen,Man,Vrouw,20,Doodslag,Ontkenning,Getuigenverklaring,Ruzie,Verstikking,Dood direct
ECLI:NL:PHR:2020:3794,2010,2022,Oost-Nederland,Moord,Moord,Wurging,Man,Vrouw,8,Doodslag,Geen verweer,Observatie,Financieel,Schietpartij,Dood direct
ECLI:NL:GHARL:2023:4753,2016,2013,Oost-Nederland,Poging tot moord,Poging tot moord,Wurging,Man,Vrouw,10,Moord,Geen verweer,Observatie,Ruzie,Steekpartij,Zwaar gewond
ECLI:NL:HR:2019:3316,2011,2011,Midden-Nederland,Vrijspraak,Doodslag,Vuurwapen,Man,Vrouw,12,Doodslag,Geen verweer,Observatie,Relatieproblemen,Slag met voorwerp,Dood direct
ECLI:NL:GHARL:2017:5061,2020,2013,Noord-Nederland,Doodslag,Poging tot moord,Mes,Man,Man,10,Moord,Geen verweer,Forensisch bewijs,Relatieproblemen,Schietpartij,Dood direct
ECLI:NL:HR:2023:2862,2016,2016,Oost-Nederland,Doodslag,Doodslag,Vuurwapen,Man,Man,8,Doodslag,Geen verweer,Bekentenis,Relatieproblemen,Vergiftiging,Dood direct
ECLI:NL:PHR:2017:5631,2013,2020,Noord-Nederland,Poging tot moord,Poging tot moord,Anders,Man,Man,10,Moord,Geen verweer,Forensisch bewijs,Financieel,Verstikking,Dood direct
ECLI:NL:HR:2015:1430,2020,2011,Noord-Nederland,Doodslag,Moord,Vuurwapen,Man,Man,20,Doodslag,Noodweer,Bekentenis,Wraak,Vergiftiging,Dood later
ECLI:NL:HR:2019:3553,2012,2023,Rotterdam,Doodslag,Poging tot moord,Mes,Man,Man,20,Doodslag,Ontkenning,Forensisch bewijs,Ruzie,Vergiftiging,Dood direct
ECLI:NL:RBDHA:2015:8259,2019,2021,Amsterdam,Doodslag,Moord,Mes,Man,Vrouw,10,Doodslag,Ontkenning,Observatie,Ruzie,Schietpartij,Dood later
ECLI:NL:GHARL:2019:8012,2014,2020,Rotterdam,Doodslag,Poging tot moord,Mes,Man,Vrouw,8,Moord,Ontkenning,Bekentenis,Psychose,Verstikking,Zwaar gewond
ECLI:NL:PHR:2021:4973,2015,2024,Rotterdam,Poging tot moord,Poging tot moord,Vergif,Man,Man,20,Doodslag,Ontkenning,Getuigenverklaring,Ruzie,Verstikking,Dood later
ECLI:NL:RBDHA:2016:1081,2021,2021,Rotterdam,Moord,Moord,Vuurwapen,Man,Vrouw,8,Doodslag,Ontkenning,Bekentenis,Relatieproblemen,Verstikking,Dood direct
ECLI:NL:PHR:2022:6909,2022,2015,Rotterdam,Doodslag,Doodslag,Vuurwapen,Man,Man,20,Moord,Ontkenning,Bekentenis,Financieel,Slag met voorwerp,Dood later
ECLI:NL:RBDHA:2022:3442,2011,2018,Amsterdam,Poging tot moord,Moord,Vergif,Man,Man,20,Moord,Ontkenning,Forensisch bewijs,Relatieproblemen,Slag met voorwerp,Dood later
ECLI:NL:GHARL:2017:5221,2011,2023,Rotterdam,Moord,Poging tot moord,Vuurwapen,Man,Man,10,Doodslag,Ontkenning,Observatie,Wraak,Vergiftiging,Dood direct
ECLI:NL:GHARL:2020:6632,2016,2020,Oost-Nederland,Doodslag,Doodslag,Anders,Man,Man,8,Doodslag,Noodweer,Forensisch bewijs,Relatieproblemen,Verstikking,Dood later
ECLI:NL:PHR:2020:8537,2018,2019,Rotterdam,Vrijspraak,Poging tot moord,Vuurwapen,Man,Man,15,Moord,Ontkenning,Getuigenverklaring,Ruzie,Schietpartij,Dood direct
ECLI:NL:HR:2020:4060,2016,2016,Oost-Nederland,Doodslag,Moord,Vuurwapen,Man,Vrouw,8,Doodslag,Ontkenning,Forensisch bewijs,Ruzie,Steekpartij,Dood later
ECLI:NL:RBDHA:2016:4482,2018,2012,Midden-Nederland,Moord,Poging tot moord,Mes,Man,Vrouw,12,Doodslag,Noodweer,Forensisch bewijs,Ruzie,Slag met voorwerp,Dood direct
ECLI:NL:RBDHA:2018:2408,2015,2023,Oost-Nederland,Moord,Doodslag,Mes,Man,Vrouw,10,Doodslag,Geen verweer,Getuigenverklaring,Ruzie,Verstikking,Dood direct
ECLI:NL:HR:2015:4854,2014,2022,Midden-Nederland,Doodslag,Doodslag,Vuurwapen,Man,Man,12,Doodslag,Ontkenning,Getuigenverklaring,Financieel,Schietpartij,Dood direct
ECLI:NL:RBDHA:2021:4167,2018,2016,Oost-Nederland,Moord,Moord,Vuurwapen,Vrouw,Man,20,Moord,Ontkenning,Observatie,Ruzie,Steekpartij,Dood later
ECLI:NL:PHR:2020:9564,2017,2019,Rotterdam,Doodslag,Moord,Vuurwapen,Man,Vrouw,15,Moord,Noodweer,Getuigenverklaring,Financieel,Vergiftiging,Dood direct
ECLI:NL:GHARL:2018:2710,2010,2014,Oost-Nederland,Vrijspraak,Moord,Vuurwapen,Man,Man,15,Moord,Noodweer,Forensisch bewijs,Ruzie,Vergiftiging,Zwaar gewond
ECLI:NL:RBDHA:2023:7748,2022,2013,Rotterdam,Doodslag,Doodslag,Wurging,Man,Man,20,Doodslag,Noodweer,Getuigenverklaring,Ruzie,Steekpartij,Dood later
ECLI:NL:RBDHA:2019:8248,2021,2019,Midden-Nederland,Doodslag,Poging tot moord,Vuurwapen,Man,Man,10,Doodslag,Ontkenning,Observatie,Wraak,Vergiftiging,Zwaar gewond
ECLI:NL:HR:2016:6542,2019,2012,Noord-Nederland,Moord,Doodslag,Vuurwapen,Man,Vrouw,15,Moord,Ontkenning,Observatie,Financieel,Schietpartij,Zwaar gewond
ECLI:NL:RBDHA:2018:3624,2019,2023,Rotterdam,Doodslag,Poging tot moord,Vuurwapen,Vrouw,Man,12,Moord,Ontkenning,Observatie,Financieel,Vergiftiging,Dood direct
ECLI:NL:GHARL:2015:928,2018,2019,Noord-Nederland,Vrijspraak,Doodslag,Vergif,Man,Man,8,Doodslag,Geen verweer,Observatie,Financieel,Slag met voorwerp,Dood direct
ECLI:NL:GHARL:2022:9889,2022,2013,Amsterdam,Moord,Moord,Vuurwapen,Man,Man,8,Moord,Geen verweer,Getuigenverklaring,Ruzie,Steekpartij,Dood later
ECLI:NL:RBDHA:2019:8893,2016,2017,Amsterdam,Moord,Moord,Vuurwapen,Man,Man,15,Doodslag,Geen verweer,Getuigenverklaring,Ruzie,Vergiftiging,Zwaar gewond
ECLI:NL:HR:2016:7160,2011,2019,Rotterdam,Vrijspraak,Moord,Mes,Man,Man,15,Doodslag,Ontkenning,Forensisch bewijs,Wraak,Slag met voorwerp,Dood direct
ECLI:NL:PHR:2019:6092,2016,2019,Oost-Nederland,Doodslag,Poging tot moord,Mes,Man,Vrouw,15,Moord,Ontkenning,Bekentenis,Financieel,Verstikking,Dood later
ECLI:NL:RBDHA:2020:841,2012,2017,Midden-Nederland,Doodslag,Poging tot moord,Wurging,Man,Vrouw,12,Moord,Noodweer,Observatie,Financieel,Verstikking,Dood direct
ECLI:NL:RBDHA:2015:9443,2012,2012,Oost-Nederland,Moord,Poging tot moord,Vuurwapen,Man,Man,8,Doodslag,Geen verweer,Getuigenverklaring,Financieel,Schietpartij,Dood direct
ECLI:NL:PHR:2020:9164,2019,2016,Rotterdam,Doodslag,Poging tot moord,Mes,Man,Man,10,Moord,Ontkenning,Forensisch bewijs,Psychose,Steekpartij,Dood direct
ECLI:NL:GHARL:2016:6429,2019,2014,Midden-Nederland,Doodslag,Poging tot moord,Vergif,Man,Man,12,Doodslag,Ontkenning,Bekentenis,Ruzie,Vergiftiging,Dood later
ECLI:NL:RBDHA:2023:4682,2019,2014,Oost-Nederland,Doodslag,Moord,Vuurwapen,Man,Man,8,Doodslag,Geen verweer,Observatie,Ruzie,Slag met voorwerp,Dood direct
ECLI:NL:HR:2017:1684,2022,2021,Midden-Nederland,Vrijspraak,Moord,Wurging,Man,Vrouw,12,Moord,Ontkenning,Getuigenverklaring,Ruzie,Verstikking,Dood later
ECLI:NL:RBDHA:2020:5655,2011,2016,Oost-Nederland,Doodslag,Moord,Wurging,Vrouw,Man,8,Moord,Ontkenning,Getuigenverklaring,Ruzie,Vergiftiging,Dood later
ECLI:NL:GHARL:2017:3361,2011,2016,Rotterdam,Poging tot moord,Moord,Anders,Man,Man,10,Moord,Geen verweer,Bekentenis,Financieel,Steekpartij,Dood direct
ECLI:NL:RBDHA:2023:759,2019,2016,Midden-Nederland,Moord,Moord,Mes,Vrouw,Vrouw,8,Doodslag,Ontkenning,Observatie,Psychose,Slag met voorwerp,Dood direct
ECLI:NL:HR:2015:2345,2022,2015,Amsterdam,Moord,Poging tot moord,Mes,Man,Vrouw,12,Doodslag,Noodweer,Bekentenis,Psychose,Schietpartij,Dood later
ECLI:NL:GHARL:2022:8608,2011,2014,Amsterdam,Vrijspraak,Poging tot moord,Mes,Man,Man,10,Doodslag,Ontkenning,Forensisch bewijs,Relatieproblemen,Verstikking,Dood later
ECLI:NL:RBDHA:2017:8546,2022,2023,Noord-Nederland,Moord,Poging tot moord,Mes,Man,Vrouw,20,Doodslag,Noodweer,Forensisch bewijs,Relatieproblemen,Verstikking,Dood direct
ECLI:NL:PHR:2020:5318,2014,2020,Midden-Nederland,Moord,Poging tot moord,Mes,Man,Man,12,Doodslag,Geen verweer,Bekentenis,Financieel,Vergiftiging,Dood direct
ECLI:NL:PHR:2021:5002,2018,2019,Amsterdam,Vrijspraak,Doodslag,Vuurwapen,Man,Man,12,Doodslag,Noodweer,Getuigenverklaring,Financieel,Vergiftiging,Dood direct
ECLI:NL:GHARL:2023:8451,2015,2018,Oost-Nederland,Doodslag,Poging tot moord,Vuurwapen,Man,Man,15,Moord,Geen verweer,Bekentenis,Relatieproblemen,Verstikking,Dood direct
ECLI:NL:RBDHA:2019:7880,2016,2019,Oost-Nederland,Doodslag,Moord,Vergif,Man,Man,20,Moord,Geen verweer,Bekentenis,Ruzie,Vergiftiging,Zwaar gewond
ECLI:NL:HR:2020:5527,2014,2024,Amsterdam,Doodslag,Moord,Wurging,Man,Vrouw,8,Moord,Geen verweer,Bekentenis,Financieel,Steekpartij,Zwaar gewond
ECLI:NL:HR:2021:9663,2016,2023,Midden-Nederland,Vrijspraak,Doodslag,Mes,Man,Vrouw,12,Moord,Ontkenning,Getuigenverklaring,Ruzie,Vergiftiging,Zwaar gewond
ECLI:NL:GHARL:2015:9879,2020,2021,Midden-Nederland,Moord,Moord,Wurging,Man,Man,8,Moord,Noodweer,Forensisch bewijs,Relatieproblemen,Vergiftiging,Dood later
ECLI:NL:RBDHA:2019:9577,2017,2011,Oost-Nederland,Doodslag,Doodslag,Anders,Man,Vrouw,15,Moord,Ontkenning,Forensisch bewijs,Psychose,Vergiftiging,Dood later
ECLI:NL:PHR:2015:9660,2019,2012,Noord-Nederland,Poging tot moord,Doodslag,Anders,Vrouw,Vrouw,8,Doodslag,Ontkenning,Bekentenis,Psychose,Schietpartij,Dood later
ECLI:NL:RBDHA:2017:8689,2019,2021,Rotterdam,Moord,Poging tot moord,Wurging,Man,Man,20,Moord,Geen verweer,Forensisch bewijs,Financieel,Vergiftiging,Dood direct
ECLI:NL:RBDHA:2017:4068,2017,2016,Oost-Nederland,Moord,Doodslag,Wurging,Man,Vrouw,12,Doodslag,Noodweer,Getuigenverklaring,Relatieproblemen,Slag met voorwerp,Zwaar gewond
ECLI:NL:HR:2016:3225,2010,2018,Rotterdam,Doodslag,Doodslag,Anders,Man,Man,10,Doodslag,Geen verweer,Forensisch bewijs,Wraak,Vergiftiging,Dood direct
ECLI:NL:HR:2022:5239,2012,2014,Oost-Nederland,Doodslag,Moord,Mes,Man,Man,20,Doodslag,Geen verweer,Observatie,Relatieproblemen,Slag met voorwerp,Dood direct
ECLI:NL:RBDHA:2017:6865,2014,2021,Rotterdam,Poging tot moord,Doodslag,Mes,Man,Vrouw,8,Moord,Geen verweer,Forensisch bewijs,Ruzie,Vergiftiging,Zwaar gewond
ECLI:NL:PHR:2021:8321,2016,2020,Oost-Nederland,Moord,Poging tot moord,Vergif,Man,Man,8,Doodslag,Noodweer,Forensisch bewijs,Relatieproblemen,Schietpartij,Dood direct
ECLI:NL:RBDHA:2015:2362,2012,2020,Noord-Nederland,Vrijspraak,Poging tot moord,Wurging,Man,Man,10,Doodslag,Noodweer,Observatie,Ruzie,Vergiftiging,Dood later
ECLI:NL:PHR:2023:5425,2019,2014,Amsterdam,Moord,Moord,Vuurwapen,Man,Vrouw,10,Moord,Noodweer,Observatie,Psychose,Schietpartij,Dood direct
ECLI:NL:RBDHA:2023:6273,2019,2011,Oost-Nederland,Moord,Moord,Vuurwapen,Man,Man,20,Moord,Ontkenning,Observatie,Psychose,Verstikking,Zwaar gewond
ECLI:NL:GHARL:2017:7631,2020,2021,Rotterdam,Moord,Doodslag,Vuurwapen,Man,Man,15,Moord,Noodweer,Getuigenverklaring,Financieel,Steekpartij,Dood direct
ECLI:NL:GHARL:2023:5904,2021,2016,Amsterdam,Doodslag,Moord,Wurging,Vrouw,Man,10,Doodslag,Geen verweer,Getuigenverklaring,Relatieproblemen,Vergiftiging,Zwaar gewond
ECLI:NL:GHARL:2022:3250,2016,2017,Rotterdam,Vrijspraak,Moord,Vuurwapen,Vrouw,Man,10,Moord,Noodweer,Bekentenis,Ruzie,Steekpartij,Dood later
ECLI:NL:PHR:2019:9243,2010,2023,Noord-Nederland,Doodslag,Moord,Vuurwapen,Man,Man,12,Moord,Ontkenning,Bekentenis,Ruzie,Slag met voorwerp,Zwaar gewond
ECLI:NL:GHARL:2018:4976,2016,2012,Midden-Nederland,Moord,Moord,Wurging,Man,Man,15,Moord,Geen verweer,Forensisch bewijs,Ruzie,Steekpartij,Dood direct
ECLI:NL:GHARL:2018:8111,2015,2017,Oost-Nederland,Doodslag,Poging tot moord,Mes,Man,Man,10,Doodslag,Noodweer,Observatie,Ruzie,Vergiftiging,Dood direct
ECLI:NL:GHARL:2022:5814,2021,2015,Oost-Nederland,Vrijspraak,Poging tot moord,Vuurwapen,Man,Man,15,Moord,Noodweer,Forensisch bewijs,Ruzie,Slag met voorwerp,Dood direct
ECLI:NL:GHARL:2019:2096,2013,2019,Amsterdam,Moord,Poging tot moord,Mes,Man,Vrouw,10,Doodslag,Geen verweer,Forensisch bewijs,Psychose,Schietpartij,Zwaar gewond
ECLI:NL:RBDHA:2021:5754,2010,2022,Amsterdam,Doodslag,Poging tot moord,Wurging,Man,Vrouw,15,Doodslag,Geen verweer,Getuigenverklaring,Relatieproblemen,Steekpartij,Zwaar gewond
ECLI:NL:PHR:2019:789,2021,2015,Oost-Nederland,Vrijspraak,Moord,Vuurwapen,Man,Man,12,Doodslag,Geen verweer,Observatie,Psychose,Verstikking,Dood direct
ECLI:NL:GHARL:2016:5774,2017,2011,Midden-Nederland,Moord,Poging tot moord,Vuurwapen,Man,Man,10,Doodslag,Geen verweer,Getuigenverklaring,Ruzie,Verstikking,Dood direct
ECLI:NL:RBDHA:2019:7949,2014,2019,Amsterdam,Vrijspraak,Doodslag,Wurging,Vrouw,Man,10,Doodslag,Geen verweer,Forensisch bewijs,Relatieproblemen,Schietpartij,Zwaar gewond
ECLI:NL:PHR:2018:8924,2015,2024,Amsterdam,Doodslag,Poging tot moord,Wurging,Man,Man,8,Moord,Ontkenning,Bekentenis,Relatieproblemen,Steekpartij,Dood direct
ECLI:NL:GHARL:2023:4550,2010,2023,Amsterdam,Vrijspraak,Moord,Wurging,Man,Man,20,Moord,Geen verweer,Getuigenverklaring,Ruzie,Slag met voorwerp,Zwaar gewond
ECLI:NL:PHR:2016:9714,2015,2016,Midden-Nederland,Poging tot moord,Moord,Vuurwapen,Man,Man,10,Moord,Noodweer,Getuigenverklaring,Ruzie,Vergiftiging,Zwaar gewond
ECLI:NL:PHR:2018:931,2022,2019,Amsterdam,Doodslag,Poging tot moord,Wurging,Man,Man,8,Doodslag,Noodweer,Getuigenverklaring,Psychose,Steekpartij,Zwaar gewond
ECLI:NL:PHR:2018:960,2014,2023,Amsterdam,Doodslag,Moord,Vuurwapen,Man,Vrouw,15,Moord,Noodweer,Bekentenis,Psychose,Schietpartij,Zwaar gewond
ECLI:NL:HR:2021:5511,2014,2019,Noord-Nederland,Poging tot moord,Poging tot moord,Mes,Vrouw,Vrouw,8,Moord,Ontkenning,Getuigenverklaring,Wraak,Slag met voorwerp,Dood direct
ECLI:NL:RBDHA:2016:2352,2014,2018,Amsterdam,Doodslag,Poging tot moord,Wurging,Vrouw,Vrouw,15,Doodslag,Geen verweer,Getuigenverklaring,Ruzie,Vergiftiging,Dood later
ECLI:NL:HR:2023:2687,2017,2018,Noord-Nederland,Moord,Moord,Wurging,Man,Man,20,Doodslag,Ontkenning,Observatie,Relatieproblemen,Vergiftiging,Zwaar gewond
ECLI:NL:RBDHA:2022:7922,2021,2011,Rotterdam,Vrijspraak,Poging tot moord,Mes,Man,Man,20,Moord,Ontkenning,Getuigenverklaring,Relatieproblemen,Slag met voorwerp,Dood direct
ECLI:NL:PHR:2019:5362,2020,2015,Rotterdam,Vrijspraak,Doodslag,Vuurwapen,Man,Man,10,Doodslag,Geen verweer,Bekentenis,Ruzie,Vergiftiging,Dood direct
ECLI:NL:GHARL:2015:1565,2011,2021,Oost-Nederland,Vrijspraak,Poging tot moord,Vuurwapen,Man,Man,10,Moord,Ontkenning,Bekentenis,Psychose,Slag met voorwerp,Dood direct
ECLI:NL:PHR:2023:711,2013,2014,Noord-Nederland,Doodslag,Moord,Vuurwapen,Man,Man,8,Doodslag,Noodweer,Getuigenverklaring,Financieel,Schietpartij,Dood later
ECLI:NL:PHR:2021:2980,2012,2016,Midden-Nederland,Doodslag,Moord,Vuurwapen,Man,Man,15,Moord,Geen verweer,Observatie,Relatieproblemen,Slag met voorwerp,Dood direct
ECLI:NL:HR:2021:8216,2014,2019,Amsterdam,Moord,Moord,Mes,Man,Man,12,Doodslag,Geen verweer,Getuigenverklaring,Wraak,Verstikking,Dood direct
ECLI:NL:PHR:2019:713,2021,2012,Midden-Nederland,Moord,Moord,Anders,Man,Vrouw,20,Moord,Noodweer,Observatie,Financieel,Slag met voorwerp,Dood later
ECLI:NL:HR:2019:9405,2017,2012,Amsterdam,Doodslag,Moord,Mes,Man,Vrouw,15,Moord,Ontkenning,Observatie,Financieel,Verstikking,Dood later
ECLI:NL:HR:2020:4762,2022,2013,Amsterdam,Doodslag,Poging tot moord,Vergif,Man,Man,20,Moord,Ontkenning,Observatie,Ruzie,Steekpartij,Dood direct
ECLI:NL:RBDHA:2023:8690,2015,2023,Noord-Nederland,Doodslag,Doodslag,Vergif,Man,Man,10,Moord,Ontkenning,Getuigenverklaring,Ruzie,Verstikking,Dood direct
ECLI:NL:RBDHA:2017:8361,2014,2019,Midden-Nederland,Doodslag,Poging tot moord,Vuurwapen,Man,Vrouw,12,Doodslag,Noodweer,Forensisch bewijs,Relatieproblemen,Schietpartij,Dood direct
ECLI:NL:RBDHA:2019:3259,2021,2019,Rotterdam,Poging tot moord,Poging tot moord,Vuurwapen,Man,Vrouw,15,Doodslag,Geen verweer,Forensisch bewijs,Ruzie,Vergiftiging,Dood direct
ECLI:NL:HR:2020:2762,2016,2011,Rotterdam,Moord,Moord,Wurging,Man,Man,20,Doodslag,Geen verweer,Getuigenverklaring,Ruzie,Slag met voorwerp,Geen letsel
ECLI:NL:RBDHA:2019:3150,2019,2021,Midden-Nederland,Moord,Doodslag,Vuurwapen,Man,Man,10,Moord,Ontkenning,Forensisch bewijs,Psychose,Steekpartij,Zwaar gewond
ECLI:NL:HR:2020:4933,2020,2012,Amsterdam,Vrijspraak,Poging tot moord,Wurging,Man,Vrouw,12,Doodslag,Ontkenning,Bekentenis,Relatieproblemen,Vergiftiging,Dood later
ECLI:NL:PHR:2017:6743,2011,2014,Amsterdam,Doodslag,Doodslag,Vuurwapen,Man,Man,10,Doodslag,Ontkenning,Bekentenis,Relatieproblemen,Vergiftiging,Zwaar gewond
ECLI:NL:RBDHA:2023:5472,2013,2021,Oost-Nederland,Vrijspraak,Doodslag,Vuurwapen,Man,Man,12,Doodslag,Ontkenning,Observatie,Relatieproblemen,Slag met voorwerp,Dood later
ECLI:NL:HR:2021:1662,2017,2021,Midden-Nederland,Moord,Poging tot moord,Mes,Man,Man,15,Doodslag,Ontkenning,Getuigenverklaring,Ruzie,Steekpartij,Dood later
ECLI:NL:PHR:2017:7922,2013,2023,Oost-Nederland,Doodslag,Poging tot moord,Wurging,Man,Vrouw,15,Doodslag,Ontkenning,Getuigenverklaring,Wraak,Slag met voorwerp,Dood later
ECLI:NL:GHARL:2018:211,2016,2014,Midden-Nederland,Moord,Moord,Anders,Man,Man,15,Doodslag,Ontkenning,Bekentenis,Ruzie,Schietpartij,Zwaar gewond
ECLI:NL:GHARL:2021:3958,2021,2024,Noord-Nederland,Moord,Moord,Mes,Man,Man,20,Doodslag,Noodweer,Observatie,Psychose,Slag met voorwerp,Dood later
ECLI:NL:RBDHA:2019:5500,2017,2021,Amsterdam,Moord,Poging tot moord,Anders,Man,Vrouw,12,Moord,Ontkenning,Getuigenverklaring,Ruzie,Steekpartij,Dood direct
ECLI:NL:GHARL:2015:4385,2022,2017,Rotterdam,Doodslag,Moord,Vuurwapen,Man,Man,20,Moord,Noodweer,Bekentenis,Ruzie,Slag met voorwerp,Dood direct
ECLI:NL:GHARL:2018:1117,2018,2024,Rotterdam,Vrijspraak,Moord,Wurging,Vrouw,Man,15,Doodslag,Geen verweer,Observatie,Wraak,Schietpartij,Dood direct
ECLI:NL:HR:2022:5126,2015,2012,Midden-Nederland,Doodslag,Doodslag,Wurging,Man,Vrouw,12,Moord,Ontkenning,Bekentenis,Wraak,Vergiftiging,Zwaar gewond
ECLI:NL:PHR:2021:8333,2010,2014,Oost-Nederland,Vrijspraak,Moord,Wurging,Man,Man,8,Moord,Noodweer,Getuigenverklaring,Psychose,Schietpartij,Dood direct
ECLI:NL:GHARL:2016:4933,2018,2019,Oost-Nederland,Vrijspraak,Poging tot moord,Vergif,Vrouw,Man,10,Moord,Ontkenning,Observatie,Financieel,Vergiftiging,Dood direct
